gene	gene_name	pvalue	n	n_indep	p_i_best	t_i_best	p_i_worst	t_i_worst	eigen_max	eigen_min	eigen_min_kept	z_min	z_max	z_mean	z_sd	tmi	status	GeneID	chromosome	map_location	start_position	end_position
ENSG00000119514.6	GALNT12	0.761325341628818	5	1	0.650461844329677	Skin_Not_Sun_Exposed_Suprapubic	0.790000008299662	Kidney_Cortex	4.99643532220322	5.23715135042994e-22	4.99643532220322	-0.45312068078116	-0.266310602426529	-0.303672618097455	0.0835440068166033	1	0	79695	9	9q22.33	98807669	98850080
ENSG00000196074.12	SYCP2	0.76141160128756	5	4	0.265721130000129	Pancreas	0.978351379470898	Skin_Sun_Exposed_Lower_leg	2.00987055240071	1.07892497563315e-16	0.774345571069528	-0.404974362360667	1.11297042877866	0.317729848432702	0.579288480683877	4	0	10388	20	20q13.33	59863276	59933699
ENSG00000283196.1	RP4-614C10.2	0.761497428933362	3	2	0.470000004017645	Skin_Not_Sun_Exposed_Suprapubic	0.709782928805536	Esophagus_Mucosa	2.57219243086198	3.25176795283269e-17	0.427807569138017	0.37214763877757	0.722479045391083	0.605701909853245	0.202263931913892	2	0	NA	NA	NA	NA	NA
ENSG00000251169.2	LINC01843	0.761871884304994	2	1	0.760441098242594	Skin_Sun_Exposed_Lower_leg	0.763305720149376	Pancreas	1.99998065163665	1.93483633493497e-05	1.99998065163665	0.301142649289432	0.304901598536808	0.30302212391312	0.00265797850295506	1	0	101927934	5	5q31.1	134506551	134509229
ENSG00000112592.13	TBP	0.761951467680409	4	1	0.739999989804993	Esophagus_Mucosa	0.833148938255957	Pancreas	3.96796537625153	2.36033582061695e-16	3.96796537625153	0.210664678819954	0.331853359937668	0.301556189658239	0.0605943405588569	1	0	6908	6	6q27	170554368	170572858
ENSG00000136048.13	DRAM1	0.761970789651644	5	4	0.22864001199502	Kidney_Cortex	0.830000003806407	Pancreas	3.02976116889557	0.0166800099508894	0.327014853664278	-0.214701563119888	1.20386952580748	0.689287403323957	0.555044974289799	4	0	55332	12	12q23.2	101877326	101923622
ENSG00000124466.8	LYPD3	0.761973663718035	4	2	0.734339756746938	Esophagus_Mucosa	0.739999989804993	Pancreas	3.39626590645043	1.11430826392795e-16	0.567612849166906	-0.331853359937668	0.339358395138773	0.16780293876911	0.333122986707473	2	0	27076	19	19q13.31	43460786	43465607
ENSG00000262454.2	MIR193BHG	0.762054387901202	5	3	0.370000008467643	Esophagus_Mucosa	0.969999999547715	Skin_Not_Sun_Exposed_Suprapubic	2.9617043435621	2.41301360253611e-16	0.713385093454232	-0.412463128566742	0.896473348140717	0.247088162629949	0.495448536553353	3	0	100129781	16	16p13.12	14301380	14331061
ENSG00000100219.16	XBP1	0.762105253607727	5	4	0.252295891362883	Skin_Not_Sun_Exposed_Suprapubic	0.809999997990051	Kidney_Cortex	2.15925173609412	3.49836931621313e-05	0.319847664045734	-1.14479064532626	0.722479045391083	-0.0974577925257672	0.838488388119585	4	0	7494	22	22q12.1|22q12	28794559	28800568
ENSG00000162642.13	C1orf52	0.762140529648265	5	4	0.578755725420301	Esophagus_Mucosa	0.910000000601017	Pancreas	2.22217881630376	2.29934717029309e-17	0.182822327037176	-0.113038539886475	0.555203134150937	0.209589286512461	0.237011690030123	4	0	148423	1	1p22.3	85249952	85259676
ENSG00000149547.14	EI24	0.762164435754261	5	4	0.239404092033316	Pancreas	0.780427882647472	Kidney_Cortex	3.00172428150195	0.0173704154182766	0.117614477890359	-1.17647756592488	0.539027068840505	0.12403957698285	0.734335036438438	4	0	9538	11	11q24.2	125569215	125584683
ENSG00000196821.9	C6orf106	0.762246039250019	5	3	0.49665757950766	Skin_Not_Sun_Exposed_Suprapubic	0.969999999547715	Esophagus_Mucosa	3.41512118142034	8.76905184520544e-17	0.597252794522114	-0.253347098827362	0.67975819734065	0.110534695207818	0.419772606306937	3	0	NA	NA	NA	NA	NA
ENSG00000103150.5	MLYCD	0.762315979927135	3	3	0.458216442178239	Skin_Not_Sun_Exposed_Suprapubic	0.845177910853706	Skin_Sun_Exposed_Lower_leg	1.76779685540157	0.524125085053429	0.524125085053429	-0.741786927470565	0.331853359937668	-0.071552959499586	0.584442993116554	3	0	23417	16	16q23.3	83899114	83927030
ENSG00000256162.2	SMLR1	0.762351540171769	2	2	0.461483209148924	Pancreas	0.50820999589683	Kidney_Cortex	1.90973166308025	0.0902683369197543	0.0902683369197543	0.661627473405436	0.736406731692454	0.699017102548945	0.0528769206268507	2	0	100507203	6	6q23.1	130827405	130837134
ENSG00000152767.16	FARP1	0.762399100828059	2	2	0.559999994432344	Esophagus_Mucosa	0.749275291110049	Pancreas	1.20760120794343	0.792398792056573	0.792398792056573	-0.582841515541077	0.319595097679369	-0.131623208930854	0.638119048799198	2	0	10160	13	13q32.2	98142588	98455175
ENSG00000107816.17	LZTS2	0.762416886114372	5	3	0.350000012526044	Esophagus_Mucosa	0.971885278430912	Kidney_Cortex	3.42163098563164	1.50502523674645e-17	0.294641563414991	-0.934589266777039	0.0878448411822319	-0.400942339658748	0.42615769816067	3	0	84445	10	10q24.31	100996587	101007832
ENSG00000258659.6	TRIM34	0.762538205582219	4	4	0.438069855502	Skin_Not_Sun_Exposed_Suprapubic	0.807135782190133	Esophagus_Mucosa	2.72421250574698	0.0945846054211256	0.0945846054211256	-0.510073482990265	0.775456677260572	0.263343515724941	0.559612144546564	4	0	53840	11	11p15.4	5619943	5644397
ENSG00000139631.18	CSAD	0.762559851110806	5	2	0.69942884656076	Pancreas	0.963824352545643	Kidney_Cortex	4.59366441566793	1.21745746668031e-17	0.353993956484369	-0.386091578566796	0.143555525733909	-0.026956615800499	0.219896230470543	2	0	51380	12	12q13.13	53157662	53181662
ENSG00000090565.15	RAB11FIP3	0.762563402742493	5	3	0.44000001228967	Kidney_Cortex	0.559999994432344	Skin_Sun_Exposed_Lower_leg	3.01414393303851	3.28972294578719e-17	0.719526672206482	-0.772193193435669	0.582841515541077	-0.405558133125305	0.556825571291657	3	0	9727	16	16p13.3	425620	523010
ENSG00000198668.10	CALM1	0.762879354861677	4	4	0.379999992484432	Esophagus_Mucosa	0.769999990292912	Skin_Sun_Exposed_Lower_leg	1.73313887940155	0.278340238682318	0.278340238682318	-0.792007307665635	0.877896308898926	0.177529317523765	0.69940941994481	4	0	801	14	14q32.11	90396501	90408267
ENSG00000160072.19	ATAD3B	0.762961200082842	5	3	0.540545755270584	Pancreas	0.958177830044253	Skin_Sun_Exposed_Lower_leg	4.56635419923524	0.00484585964860443	0.164697581603188	-0.611987911983266	-0.0524403420122945	-0.409712142547465	0.226596125375555	3	0	83858	1	1p36.33	1471731	1509465
ENSG00000215193.12	PEX26	0.762970726240195	4	4	0.267389427576897	Skin_Sun_Exposed_Lower_leg	0.720000004525596	Skin_Not_Sun_Exposed_Suprapubic	1.74717502260949	0.1382781779023	0.1382781779023	-1.10909447622636	0.409457870492963	-0.361527513143623	0.620211203833643	4	0	55670	22	22q11.21	18077989	18105395
ENSG00000268912.1	CTD-2619J13.17	0.762999674950155	4	3	0.512973448599327	Kidney_Cortex	0.989262886012339	Pancreas	2.4859914037232	0.0367519780869521	0.261925570854413	-0.654214767704267	0.563405145475831	0.06712123229895	0.537440349140762	3	0	NA	NA	NA	NA	NA
ENSG00000168310.10	IRF2	0.763005149003899	2	2	0.549999990087699	Esophagus_Mucosa	0.720000004525596	Skin_Not_Sun_Exposed_Suprapubic	1.11270537823049	0.887294621769513	0.887294621769513	-0.597760140895844	0.358458787202835	-0.119650676846504	0.676148888357507	2	0	3660	4	4q35.1	184382740	184474579
ENSG00000198624.12	CCDC69	0.763044022179922	4	4	0.343911432983156	Skin_Sun_Exposed_Lower_leg	0.825878283245082	Esophagus_Mucosa	2.13130961897179	0.333086767314264	0.333086767314264	-0.946465064398451	0.475909403682528	0.0242566579617236	0.655527299875533	4	0	26112	5	5q33.1	151181051	151224091
ENSG00000241973.10	PI4KA	0.763241417974013	5	2	0.414910011551504	Esophagus_Mucosa	0.649999990437004	Kidney_Cortex	4.72853860958373	6.82649441808873e-05	0.220973356072158	-0.815283569386663	-0.453762203454971	-0.707468866685199	0.149939894575912	2	0	5297	22	22q11.21	20707690	20858811
ENSG00000197894.10	ADH5	0.76325031780864	5	4	0.396946583300707	Pancreas	0.891920278316393	Esophagus_Mucosa	3.62184757402898	0.0222940250309274	0.145116108998828	0.135874773519832	0.847087084836734	0.45159582611441	0.331544126409511	4	0	128	4	4q23	99070977	99088787
ENSG00000142686.7	C1orf216	0.763336492401882	5	2	0.460000006504713	Kidney_Cortex	0.53999999676363	Pancreas	4.68620336193975	1.2010764250598e-18	0.293095453182375	-0.738846838474274	-0.612812995910645	-0.677619484021655	0.0573676107302506	2	0	127703	1	1p34.3	35713876	35718883
ENSG00000171943.11	SRGAP2C	0.76348467674261	5	1	0.749999997076816	Skin_Not_Sun_Exposed_Suprapubic	0.779999989655696	Pancreas	4.85125574516393	2.19718764362928e-16	4.85125574516393	-0.318639367818832	-0.279319047927856	-0.296355270030027	0.018313534289706	0.999999999999999	0	653464	1	1p11.2	121184974	121392873
ENSG00000065989.15	PDE4A	0.763542047585434	4	2	0.486116724652797	Skin_Sun_Exposed_Lower_leg	0.655168266416029	Skin_Not_Sun_Exposed_Suprapubic	3.66580392949916	0.000132693540078683	0.330214231582935	-0.696498454756661	-0.446593947549421	-0.572185744544821	0.140925279961647	2	0	5141	19	19p13.2	10416772	10469630
ENSG00000240708.1	LINC02030	0.76360705143538	2	1	0.479999987330342	Skin_Sun_Exposed_Lower_leg	0.910000000601017	Skin_Not_Sun_Exposed_Suprapubic	1.94563796606663	0.054362033933368	1.94563796606663	-0.706302583217621	0.113038539886475	-0.296632021665573	0.579361664251908	1	0	NA	NA	NA	NA	NA
ENSG00000144354.13	CDCA7	0.7636124429589	4	3	0.490000009212543	Kidney_Cortex	0.99194834221072	Skin_Sun_Exposed_Lower_leg	3.56138890125386	0.0245790932478164	0.150578441915824	-0.0100914278134942	0.690308809280395	0.264465741244187	0.301812262153486	3	0	83879	2	2q31.1	173354860	173368996
ENSG00000106772.17	PRUNE2	0.763875619958607	4	4	0.250000000737035	Esophagus_Mucosa	0.977855564574126	Skin_Sun_Exposed_Lower_leg	1.76078702713011	0.224960121105909	0.224960121105909	0.0277574979970142	1.15034937858582	0.570265295150422	0.46014246428174	4	0	158471	9	9q21.2	76611375	76906219
ENSG00000162545.5	CAMK2N1	0.763887229257248	5	3	0.403751023976336	Skin_Sun_Exposed_Lower_leg	0.728906412965369	Esophagus_Mucosa	3.00305713793968	7.10240103471135e-05	0.914498903485325	-0.447106516085146	0.834940830587536	-0.140783806257068	0.546829161152712	3	0	55450	1	1p36.12	20482390	20486209
ENSG00000133627.17	ACTR3B	0.763932156059558	4	2	0.519999993383419	Pancreas	0.964923346398939	Esophagus_Mucosa	3.10915305478659	6.14600944723333e-17	0.87441409685138	-0.643345415592194	0.279319047927856	-0.0624300768812761	0.40133219398781	2	0	57180	7	7q36.1-q36.2	152759751	153070978
ENSG00000160087.20	UBE2J2	0.764010790563361	4	3	0.461218454453999	Skin_Not_Sun_Exposed_Suprapubic	0.891171273186809	Esophagus_Mucosa	2.59823533614452	2.56143768749176e-17	0.350113831523372	-0.176374167203903	0.736841973951142	0.276996179019417	0.501390356682438	3	0	118424	1	1p36.33	1253911	1273853
ENSG00000260193.1	RP11-83N9.5	0.764218018527558	5	2	0.410000013453806	Kidney_Cortex	0.943964454670893	Skin_Sun_Exposed_Lower_leg	4.5647140663076	4.20093827602726e-17	0.301457841498753	-0.82389360666275	-0.0702879733974203	-0.407894543050892	0.270342650574769	2	0	NA	NA	NA	NA	NA
ENSG00000263513.5	FAM72C	0.7642300257154	2	2	0.500000008668357	Esophagus_Mucosa	0.910000000601017	Skin_Not_Sun_Exposed_Suprapubic	1.52955984787979	0.470440152120215	0.470440152120215	0.113038539886475	0.674489736557007	0.393764138221741	0.397005948471035	2	0	554282	1	1q21.1	143955286	143973563
ENSG00000131037.14	EPS8L1	0.764247154276482	5	2	0.500000008668357	Esophagus_Mucosa	0.698049149256123	Skin_Not_Sun_Exposed_Suprapubic	3.89209588593383	0.000741462429863956	0.95002835399026	-0.674489736557007	-0.387955251373923	-0.553711628007491	0.104895035317572	2	0	54869	19	19q13.42	55075868	55087922
ENSG00000224961.1	LINC01752	0.764294803709239	4	1	0.730000003969759	Skin_Not_Sun_Exposed_Suprapubic	0.800000003329066	Kidney_Cortex	3.98375605244041	2.32395413443088e-17	3.98375605244041	0.253347098827362	0.345125526189804	0.299236312508583	0.0529882997435064	1	0	101929395	20	20p12.2	10753089	10754026
ENSG00000168092.13	PAFAH1B2	0.764321571750275	5	3	0.295290264388609	Pancreas	0.982532864900075	Skin_Not_Sun_Exposed_Suprapubic	3.52970419096099	0.000534684254628771	0.224632229090935	-0.201893478631973	1.04658664424537	0.246749249114203	0.496946547591279	3	0	5049	11	11q23.3	117144286	117178172
ENSG00000267034.1	RP11-384O8.1	0.76439212166363	3	2	0.599999986413845	Esophagus_Mucosa	0.657875405748991	Skin_Sun_Exposed_Lower_leg	2.03016066093205	1.24930029707019e-16	0.969839339067955	-0.524400532245636	0.524400532245636	0.147616127159496	0.583410216924774	2	0	NA	NA	NA	NA	NA
ENSG00000241878.11	PISD	0.764541782271458	5	3	0.39545019290426	Pancreas	0.810934493453128	Skin_Sun_Exposed_Lower_leg	2.83259534134501	2.32736001571785e-16	0.956030404158391	-0.849774997305454	0.23922064692481	-0.483378599284377	0.42016327787827	3	0	23761	22	22q12.2	31618490	31662563
ENSG00000248712.7	CCDC153	0.764624475730042	4	2	0.470192691738963	Pancreas	0.792772302893208	Skin_Sun_Exposed_Lower_leg	3.59479141597705	9.14816984848363e-05	0.320106464895229	-0.722165564951293	-0.262712342537937	-0.550204594208732	0.201124196710339	2	0	283152	11	11q23.3	119190253	119195840
ENSG00000105393.15	BABAM1	0.764700121454584	5	3	0.389453457800018	Kidney_Cortex	0.901097872974097	Pancreas	4.19550090134559	0.00815043786583885	0.254040323224002	-0.860608944812399	-0.12427458063623	-0.449394933257864	0.272230005618163	3	0	29086	19	19p13.11	17267442	17279336
ENSG00000096696.13	DSP	0.764740082948827	4	4	0.259999981650469	Skin_Not_Sun_Exposed_Suprapubic	1	Pancreas	1.85587709933802	0.200047589004032	0.200047589004032	-1.12639117240906	0	-0.495136465411633	0.57636792697912	4	0	1832	6	6p24.3	7541670	7586713
ENSG00000156928.4	MALSU1	0.764781376425264	3	2	0.44000001228967	Pancreas	0.809999997990051	Esophagus_Mucosa	1.94004822753452	0.0408502774146728	1.01910149505081	-0.772193193435669	0.240426033735275	-0.381526718537013	0.544490065460413	2	0	115416	7	7p15.3	23298743	23311728
ENSG00000123154.11	WDR83	0.764955910081185	2	1	0.749999997076816	Esophagus_Mucosa	0.779999989655696	Skin_Not_Sun_Exposed_Suprapubic	2	3.35470445140523e-17	2	-0.318639367818832	-0.279319047927856	-0.298979207873344	0.0278036648333334	1	0	84292	19	19p13.13	12666806	12675831
ENSG00000198464.13	ZNF480	0.765011521229171	5	2	0.38926273900684	Pancreas	0.740114828597038	Kidney_Cortex	4.58701609420232	0.00143386062380504	0.346023418646029	0.331701287223928	0.860955161305335	0.627075346740341	0.196499331524786	2	0	147657	19	19q13.41	52297168	52325926
ENSG00000175105.6	ZNF654	0.765021911381815	5	3	0.479999987330342	Skin_Sun_Exposed_Lower_leg	0.85999999809653	Kidney_Cortex	3.69235645197622	0.00446193521894014	0.296185080355717	-0.706302583217621	0.340571693296363	0.0182153601035917	0.459556659211309	3	0	55279	3	3p11.1	88059196	88144659
ENSG00000131791.7	PRKAB2	0.765104252943304	5	3	0.348088971962623	Esophagus_Mucosa	0.910000000601017	Kidney_Cortex	3.52836839732453	1.41246410810818e-16	0.345943658124458	0.113038539886475	0.938302506603058	0.502234331512556	0.324681862616697	3	0	5565	1	1q21.1	147155105	147173365
ENSG00000165555.9	NOXRED1	0.765125599055051	4	3	0.410000013453806	Kidney_Cortex	0.85382472347808	Skin_Not_Sun_Exposed_Suprapubic	2.83623646113022	0.00571690030579572	0.181168277160994	-0.426609832003766	0.82389360666275	-0.0472082911748618	0.590855687658252	3	0	122945	14	14q24.3	77394020	77426012
ENSG00000259721.1	RP11-758N13.1	0.765151564799911	3	2	0.449336869408626	Esophagus_Mucosa	0.840000000398616	Skin_Sun_Exposed_Lower_leg	2.01262866849015	0.0475784651012499	0.939792866408601	-0.201893478631973	0.756521028531384	0.412143083480049	0.533082000447968	2	0	NA	NA	NA	NA	NA
ENSG00000106636.7	YKT6	0.765240653967151	5	3	0.565574606017556	Pancreas	0.96063278792526	Skin_Sun_Exposed_Lower_leg	3.876437511129	7.60182543150517e-17	0.435070632998978	-0.574581146291095	-0.0493595190610787	-0.295386572732012	0.224066578045969	3	0	10652	7	7p13	44200977	44214293
ENSG00000229894.4	GK3P	0.765247553344356	2	2	0.470000004017645	Esophagus_Mucosa	0.730000003969759	Skin_Not_Sun_Exposed_Suprapubic	1.3278261978443	0.672173802155703	0.672173802155703	-0.722479045391083	-0.345125526189804	-0.533802285790443	0.266829232331832	2	0	2713	4	4q32.3	165277791	165280022
ENSG00000184743.12	ATL3	0.765317280600718	5	3	0.375355781764344	Skin_Sun_Exposed_Lower_leg	0.716158865758777	Esophagus_Mucosa	3.4344909255648	2.83257603357685e-18	0.480528646401104	0.363597135990844	0.886485838877642	0.677069974986209	0.191323978450655	3	0	25923	11	11q13.1	63624081	63671973
ENSG00000095564.13	BTAF1	0.765319519981809	3	2	0.439149216159349	Esophagus_Mucosa	0.70999999700558	Skin_Sun_Exposed_Lower_leg	2.36914139573177	0.0482527608368355	0.582605843431393	-0.773630692839959	-0.371856093406677	-0.601615638942901	0.207018180176145	2	0	9044	10	10q23.32	91923769	92031436
ENSG00000256417.1	RP11-1038A11.3	0.765382414475383	2	1	0.672809021242257	Skin_Sun_Exposed_Lower_leg	0.865062680995531	Esophagus_Mucosa	1.96921380132412	0.0307861986758802	1.96921380132412	-0.422295939977719	-0.169933187301111	-0.296114563639415	0.178447413736533	1	0	NA	NA	NA	NA	NA
ENSG00000240230.5	COX19	0.765442878581376	5	5	0.149131200825741	Skin_Sun_Exposed_Lower_leg	0.840000000398616	Kidney_Cortex	2.1064752805165	0.259943585687454	0.259943585687454	-1.44260703384378	0.643345415592194	-0.385262060727813	0.760124104632413	5	0	90639	7	7p22.3	964851	975548
ENSG00000151470.12	C4orf33	0.76548714846464	5	2	0.500000008668357	Kidney_Cortex	0.708767051266064	Skin_Not_Sun_Exposed_Suprapubic	3.7930173736142	1.41637492087475e-16	1.06529873695409	-0.538836002349854	0.674489736557007	0.291203726615427	0.480063964823611	2	0	132321	4	4q28.2	129093690	129116636
ENSG00000164074.14	ABHD18	0.765510608824006	5	2	0.522539555209856	Skin_Sun_Exposed_Lower_leg	0.720000004525596	Kidney_Cortex	4.80286495733124	3.62540116232653e-17	0.197135042668765	0.358458787202835	0.639435662609399	0.539068019647405	0.115550823206769	2	0	80167	4	4q28.2	127965260	128039952
ENSG00000106018.13	VIPR2	0.765608846474258	5	5	0.370000008467644	Skin_Not_Sun_Exposed_Suprapubic	0.929999997387962	Pancreas	2.01244232391979	0.134975212782303	0.134975212782303	-0.612812995910645	0.896473348140716	0.190763373672962	0.569362887906912	5	0	7434	7	7q36.3	159028174	159144956
ENSG00000213593.9	TMX2	0.765656787365279	4	3	0.642773712413373	Skin_Sun_Exposed_Lower_leg	0.790000008299662	Esophagus_Mucosa	2.29244750206181	3.12561734788753e-17	0.324137586567425	-0.439913153648376	0.46382418772504	0.0493783963246279	0.470229899621779	3	0	51075	11	11q12.1	57712592	57740972
ENSG00000184708.17	EIF4ENIF1	0.765700347879538	5	2	0.426407553250997	Esophagus_Mucosa	0.619999995000488	Pancreas	3.9626358899707	5.07522320697791e-17	0.956298750352035	-0.795354097644399	-0.49585035443306	-0.644224873450686	0.115335961996449	2	0	56478	22	22q12.2	31434647	31489949
ENSG00000169155.9	ZBTB43	0.765793154676198	3	2	0.490000009212543	Pancreas	0.960000000140682	Esophagus_Mucosa	2.09646216011628	0.0191282124267397	0.884409627456981	-0.690308809280396	-0.0501535832881927	-0.267723056177298	0.366023817129253	2	0	23099	9	9q33.3	126804071	126838209
ENSG00000135823.13	STX6	0.765802639601406	2	2	0.490000009212543	Skin_Sun_Exposed_Lower_leg	1	Skin_Not_Sun_Exposed_Suprapubic	1.32720461007553	0.672795389924469	0.672795389924469	-0.690308809280396	0	-0.345154404640198	0.488122040154979	2	0	10228	1	1q25.3	180972724	181022916
ENSG00000067596.10	DHX8	0.765861745732321	5	2	0.582359387182549	Skin_Sun_Exposed_Lower_leg	0.809999997990051	Kidney_Cortex	3.55138327218007	5.97531684714999e-17	1.44861672781993	-0.549941662515065	0.240426033735275	-0.0748932100154216	0.431771136563107	2	0	1659	17	17q21.31	43483974	43544798
ENSG00000185000.11	DGAT1	0.765863373877703	5	2	0.619999995000488	Kidney_Cortex	0.96554551896259	Esophagus_Mucosa	4.41796659282011	5.04130608677513e-17	0.577638836374759	-0.49585035443306	0.49585035443306	-0.0157395105011367	0.353496749585499	2	0	8694	8	8q24.3	144314583	144326851
ENSG00000275632.1	RP5-967N21.11	0.766064706584852	3	1	0.760000007525314	Esophagus_Mucosa	0.786696878908312	Skin_Not_Sun_Exposed_Suprapubic	2.92906880058297	2.46396116623976e-16	2.92906880058297	-0.305480778217316	-0.270602362085523	-0.293854639506718	0.0201370629425983	1	0	NA	NA	NA	NA	NA
ENSG00000099864.17	PALM	0.766192245627652	4	3	0.158955011518391	Skin_Sun_Exposed_Lower_leg	0.986906594320618	Pancreas	2.68051194303918	0.0822932805661745	0.273738507538774	0.0164108870362144	1.40859481968965	0.649655385183149	0.596323634082924	3	0	5064	19	19p13.3	708934	748328
ENSG00000182118.7	FAM89A	0.766349638907093	4	4	0.429999993801473	Esophagus_Mucosa	0.873736402301209	Skin_Not_Sun_Exposed_Suprapubic	2.31396163251858	0.162139411882206	0.162139411882206	-0.412463128566742	0.789191663265228	0.201681169231377	0.578018853740453	4	0	375061	1	1q42.2	231018957	231040253
ENSG00000188312.13	CENPP	0.766408711202669	5	3	0.457698708658593	Esophagus_Mucosa	0.848080063962759	Kidney_Cortex	3.62333095306369	0.00087421697733016	0.571896531309858	-0.426147997379303	0.742641578329973	0.045696053837622	0.470614347343931	3	0	401541	9	9q22.31	92325456	92620528
ENSG00000134917.9	ADAMTS8	0.7665213699316	4	4	0.210000002847284	Pancreas	0.910000000601017	Kidney_Cortex	1.51254811044853	0.448152234277572	0.448152234277572	-1.25356543064117	-0.113038539886475	-0.568553984165192	0.484236591867482	4	0	11095	11	11q24.3	130404922	130428608
ENSG00000213341.10	CHUK	0.766548411941967	5	3	0.364442587714718	Kidney_Cortex	0.53999999676363	Pancreas	2.63410628129122	1.23494014188696e-49	0.684539858471698	-0.90693232158928	0.623924946164841	-0.223030494059192	0.771781587951553	3	0	1147	10	10q24.31	100188299	100229609
ENSG00000005436.13	GCFC2	0.766895431226913	5	2	0.517485157801086	Esophagus_Mucosa	0.83115199707011	Skin_Sun_Exposed_Lower_leg	4.16463663737627	0.000607368537168698	0.706588568674534	-0.64722681682715	0.538836002349854	-0.0896657407311383	0.466148119033269	2	0	6936	2	2p12	75655605	75711641
ENSG00000241399.6	CD302	0.766918637425439	4	3	0.290000025381774	Esophagus_Mucosa	0.960000000140682	Skin_Not_Sun_Exposed_Suprapubic	2.17059714563552	0.0450715774275301	0.305603663881406	0.0501535832881927	1.05812156200409	0.459129560049293	0.427935384264429	3	0	9936	2	2q24.2	159768627	159798207
ENSG00000283000.1	RP11-297A16.4	0.766954126848824	4	1	0.700000008572275	Pancreas	0.790000008299662	Kidney_Cortex	3.98990692761712	2.13484247430142e-16	3.98990692761712	-0.385320454835892	-0.266310602426529	-0.29606306552887	0.0595049262046814	1	0	NA	NA	NA	NA	NA
ENSG00000169136.10	ATF5	0.76703100923915	4	3	0.467623798444478	Skin_Sun_Exposed_Lower_leg	0.78467785062437	Esophagus_Mucosa	3.25650425668349	0.0709641957684106	0.164283423276218	-0.726350711858515	0.273228139259697	-0.352722059756481	0.443220480792843	3	0	22809	19	19q13.33	49928905	49933934
ENSG00000163382.11	NAXE	0.767421822888376	5	3	0.41958842793143	Skin_Not_Sun_Exposed_Suprapubic	0.786179578467121	Pancreas	3.56249602353051	4.20897479881675e-17	0.472508125779605	-0.305480778217316	0.807135488538251	0.467997106858994	0.487817284002405	3	0	128240	1	1q22	156591775	156599817
ENSG00000135837.15	CEP350	0.76744133735165	5	2	0.70667423430007	Pancreas	0.881087694309575	Esophagus_Mucosa	4.46944480829949	1.59180698358433e-16	0.530555191700506	-0.376326427903584	0.253347098827362	0.106661076107486	0.273710720139664	2	0	9857	1	1q25.2	179954772	180114874
ENSG00000112578.9	BYSL	0.767448772651061	5	2	0.470000004017645	Skin_Sun_Exposed_Lower_leg	0.706480974579146	Skin_Not_Sun_Exposed_Suprapubic	4.32261409990162	7.2714574707425e-18	0.677034000088572	0.376586429056385	0.722479045391083	0.555414403116599	0.156982342303447	2	0	705	6	6p21.1	41921498	41933045
ENSG00000147465.11	STAR	0.767540985021926	2	2	0.499999782327689	Skin_Not_Sun_Exposed_Suprapubic	0.769999990292912	Esophagus_Mucosa	1.0298267337776	0.9701732662224	0.9701732662224	-0.292374908924103	0.674490092688818	0.191057591882357	0.683676799132438	2	0	6770	8	8p11.23	38142699	38150951
ENSG00000172292.14	CERS6	0.767551010896282	4	3	0.390000006482609	Skin_Not_Sun_Exposed_Suprapubic	0.809999997990051	Skin_Sun_Exposed_Lower_leg	2.74584308673971	1.22913668291069e-17	0.378123411474893	-0.859617352485657	0.305480778217316	-0.258747160434723	0.476119551449678	3	0	253782	2	2q24.3	168455861	168775133
ENSG00000183281.14	PLGLB1	0.767622039401924	4	1	0.538828528897692	Skin_Not_Sun_Exposed_Suprapubic	0.956820415194889	Pancreas	3.84253272659049	0.00748141385787895	3.84253272659049	-0.614585445165068	0.054144027002639	-0.290211183919349	0.274919237831827	1	0	5343	2	2p11.2	87010223	87021843
ENSG00000240747.7	KRBOX1	0.767726236855	5	2	0.470000004017645	Skin_Sun_Exposed_Lower_leg	0.800000003329066	Esophagus_Mucosa	4.07551980435791	6.79927919857182e-17	0.924480195642093	0.253347098827362	0.722479045391083	0.347173488140106	0.209802184586656	2	0	100506243	3	3p22.1	42936385	42942791
ENSG00000136205.16	TNS3	0.767735235385883	2	2	0.519999993383419	Skin_Not_Sun_Exposed_Suprapubic	0.730000003969759	Skin_Sun_Exposed_Lower_leg	1.00999172882694	0.990008271173055	0.990008271173055	-0.643345415592194	0.345125526189804	-0.149109944701195	0.698954505939904	2	0	64759	7	7p12.3	47275153	47582552
ENSG00000140525.17	FANCI	0.767828795237693	5	3	0.309999981230415	Esophagus_Mucosa	0.87000000111524	Pancreas	3.32277344359854	0.0258100391734558	0.278604267911011	0.163658484816551	1.01522207260132	0.623170066697468	0.357779437015533	3	0	55215	15	15q26.1	89243972	89317258
ENSG00000114796.15	KLHL24	0.767843199572116	4	3	0.599999986413845	Pancreas	0.833029824991503	Skin_Sun_Exposed_Lower_leg	2.77536651258506	1.31087663626595e-16	0.23294737588297	-0.524400532245636	0.210817317274111	-0.319259231262679	0.353956474833226	3	0	54800	3	3q27.1	183635618	183684518
ENSG00000270195.1	RP11-572O17.1	0.76795505864681	5	2	0.479999987330342	Skin_Sun_Exposed_Lower_leg	0.56999998732254	Esophagus_Mucosa	4.44917192881555	1.41954684300659e-17	0.527053306506193	0.568051517009735	0.706302583217621	0.607692635059357	0.0609319519205372	2	0	NA	NA	NA	NA	NA
